title,slug,content,banner,views,createdAt,updatedAt,isDeleted,author,tag,comments,answer
Phát biểu nào sau đây là đúng khi nói về vật dao động điều hòa?,phat-bieu-nao-sau-djay-la-djung-khi-noi-ve-vat-dao,"[{""type"":""p"",""children"":[{""text"":""Câu 22: "",""bold"":true},{""text"":""Phát biểu nào sau đây là đúng khi nói về vật dao động điều hòa?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Gia tốc của vật biến đổi đều.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Lực tác dụng lên vật luôn theo hướng của vận tốc và tỉ lệ thuận với độ lớn của li độ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Lực tác dụng lên vật luôn hướng về vị trí cân bằng và tỉ lệ thuận với độ lớn li độ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Gia tốc của vật luôn ngược pha với vận tốc của nó.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:53 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:53 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
"Một chất điểm dao động điều hòa trên trục Ox với chu kỳ T. Vị trí cân bằng của chất điểm trùng với gốc tọa độ, khoảng thời gian ngắn nhất để nó đi từ vị trí có li độ x = A đến vị trí có li độ x =  là",mot-chat-djiem-dao-djong-djieu-hoa-tren-truc-ox-vo,"[{""type"":""p"",""children"":[{""text"":""Câu 23: "",""bold"":true},{""text"":""Một chất điểm dao động điều hòa trên trục Ox với chu kỳ T. Vị trí cân bằng của chất điểm trùng với gốc tọa độ, khoảng thời gian ngắn nhất để nó đi từ vị trí có li độ x = A đến vị trí có li độ x = ""},{""text"":"" là""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" ""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:53 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:53 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Phát biểu nào sau đây là không đúng? Gia tốc của một vật dao động điều hòa,phat-bieu-nao-sau-djay-la-khong-djung-gia-toc-cua-,"[{""type"":""p"",""children"":[{""text"":""Câu 24: "",""bold"":true},{""text"":""Phát biểu nào sau đây là không đúng? Gia tốc của một vật dao động điều hòa""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Luôn hướng về vị trí cân bằng.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Có độ lớn tỉ lệ với độ lớn li độ của vật.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Luôn ngược pha với li độ của vật.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Có giá trị nhỏ nhất khi vật đổi chiều chuyển động.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:55 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:55 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Dao động của một vật có phương trình: x = acosωt + asinωt. Biên độ dao động của vật là,dao-djong-cua-mot-vat-co-phuong-trinh:-x-acoswt-+-,"[{""type"":""p"",""children"":[{""text"":""Câu 25: "",""bold"":true},{""text"":""Dao động của một vật có phương trình: x = acosωt + asinωt. Biên độ dao động của vật là""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" a√2""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" 2""},{""text"":""a""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" a√3""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:55 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:55 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Một chất điểm dao động điều hòa trên trục Ox. Điểm M nằm trên trục Ox và trong quá trình dao động chất điểm không đi qua M. Tại thời điểm t1 chất điểm ở xa M nhất; tại thời điểm t2 chất điểm ở gần M nhất thì:,mot-chat-djiem-dao-djong-djieu-hoa-tren-truc-ox.-d,"[{""type"":""p"",""children"":[{""text"":""Câu 26: "",""bold"":true},{""text"":""Một chất điểm dao động điều hòa trên trục Ox. Điểm M nằm trên trục Ox và trong quá trình dao động chất điểm không đi qua M. Tại thời điểm t1 chất điểm ở xa M nhất; tại thời điểm t2 chất điểm ở gần M nhất thì:""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Tại cả hai thời điểm t1 và t2 chất điểm đều có vận tốc lớn nhất.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Tại thời điểm t1 chất điểm có vận tốc lớn nhất.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Tại thời điểm t2 chất điểm có vận tốc lớn nhất.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Tại cả hai thời điểm t1 và t2 chất điểm đều có vận tốc bằng 0.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:57 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:57 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Chọn phát biểu sai?,chon-phat-bieu-sai-n70p3,"[{""type"":""p"",""children"":[{""text"":""Câu 27: "",""bold"":true},{""text"":""Chọn phát biểu sai?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Dao động điều hòa là dao động mà li độ được mô tả bằng một định luật dạng hàm sin (hoặc cosin) theo thời gian: x = Acos(ωt + φ), trong đó A, ω, φ là những hằng số.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Dao động điều hòa có thể được coi như hình chiếu của một chuyển động tròn đều xuống một đường thẳng nằm trong mặt phẳng quỹ đạo.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Dao động điều hòa có thể được biểu diễn bằng một véctơ không đổi.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Khi một vật dao động điều hòa thì động năng của vật đó cũng dao động tuần hoàn.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:58 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:58 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
"Ánh sáng có tần số lớn nhất trong số các ánh sáng đơn sắc: đỏ, lam, chàm, tím là ánh sáng:",anh-sang-co-tan-so-lon-nhat-trong-so-cac-anh-sang-,"[{""type"":""p"",""children"":[{""text"":""Câu 28: "",""bold"":true},{""text"":""Ánh sáng có tần số lớn nhất trong số các ánh sáng đơn sắc: đỏ, lam, chàm, tím là ánh sáng:""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Chàm""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Lam""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Đỏ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Tím""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:28:58 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:28:58 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Tại sao khi chùm tia sáng mặt trời đi qua một tấm thủy tinh phẳng lại không thấy bị tán sắc thành những màu cơ bản?,tai-sao-khi-chum-tia-sang-mat-troi-dji-qua-mot-tam,"[{""type"":""p"",""children"":[{""text"":""Câu 29: "",""bold"":true},{""text"":""Tại sao khi chùm tia sáng mặt trời đi qua một tấm thủy tinh phẳng lại không thấy bị tán sắc thành những màu cơ bản?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Vì tấm thủy tinh không phải là lăng kính nên không làm tán sắc ánh sáng trắng""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Vì sau khi bị tán sắc, các tia màu đi qua tấm thủy tinh và ló ra ngoài dưới dạng những chùm tia chồng chất lên nhau nên tạo thành ánh sáng trắng.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Vì ánh sáng mặt trời chiếu tới không phải là sóng kết hợp nên không bị tấm thủy tinh làm tán sắc.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Vì thủy tinh không làm tán sắc ánh sáng trắng.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:00 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:00 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""B"",""bold"":true}]}]"
Khi chiếu hai tia sáng đơn sắc song song màu đỏ và màu lục từ không khí vào lăng kính thủy tinh và có tia ló thì:,khi-chieu-hai-tia-sang-djon-sac-song-song-mau-djo-,"[{""type"":""p"",""children"":[{""text"":""Câu 30: "",""bold"":true},{""text"":""Khi chiếu hai tia sáng đơn sắc song song màu đỏ và màu lục từ không khí vào lăng kính thủy tinh và có tia ló thì:""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Các tia ló song song""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Các tia ló luôn luôn cắt nhau sau lăng kính""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Tia đỏ có góc lệch lớn hơn""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Tia lục có góc lệch lớn hơn""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:00 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:00 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
"Từ không khí người ta chiếu xiên tới mặt nước nằm ngang một chùm tia sáng hẹp song song gồm hai ánh sáng đơn sắc: màu vàng , màu chàm. Khi đó chùm tia khúc xạ",tu-khong-khi-nguoi-ta-chieu-xien-toi-mat-nuoc-nam-,"[{""type"":""p"",""children"":[{""text"":""Câu 31: "",""bold"":true},{""text"":""Từ không khí người ta chiếu xiên tới mặt nước nằm ngang một chùm tia sáng hẹp song song gồm hai ánh sáng đơn sắc: màu vàng , màu chàm. Khi đó chùm tia khúc xạ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Gồm hai chùm tia sáng hẹp là chùm màu vàng và chùm màu chàm , trong đó góc khúc xạ của chùm màu vàng lớn hơn góc khúc xạ của chùm màu chàm.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chỉ là chùm tia màu vàng còn chùm tia màu chàm bị phản xạ toàn phần.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Gồm hai chùm tia sáng hẹp là chùm màu vàng và chùm màu chàm, trong đó góc khúc xạ của chùm màu vàng nhỏ hơn góc khúc xạ của chùm màu chàm.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Vẫn chỉ là một chùm tia sáng hẹp song song.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:01 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:01 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Phát biểu nào sau đây sai khi nói về hiện tượng tán sắc ánh sáng?,phat-bieu-nao-sau-djay-sai-khi-noi-ve-hien-tuong-t,"[{""type"":""p"",""children"":[{""text"":""Câu 32: "",""bold"":true},{""text"":""Phát biểu nào sau đây sai khi nói về hiện tượng tán sắc ánh sáng?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Quang phổ của ánh sáng trắng có bảy màu cơ bản: đỏ, da cam, vàng, lục, lam, chàm, tím.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chùm ánh sáng trắng không bị tán sắc khi đi qua lăng kính""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Ánh sáng đơn sắc không bị tán sắc khi đi qua lăng kính.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Các tia sáng song song gồm các màu đơn sắc khác nhau chiếu vào mặt bên của một lăng kính thì các tia ló ra ở mặt bên kia có góc lệch khác nhau so với phương ban đầu.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:02 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:02 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""B"",""bold"":true}]}]"
Phát biểu nào sau đây sai khi nói về ánh sáng đơn sắc?,phat-bieu-nao-sau-djay-sai-khi-noi-ve-anh-sang-djo,"[{""type"":""p"",""children"":[{""text"":""Câu 33: "",""bold"":true},{""text"":""Phát biểu nào sau đây sai khi nói về ánh sáng đơn sắc?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Ánh sáng đơn sắc là ánh sáng không bị tán sắc khi đi qua lăng kính.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Trong cùng một môi trường truyền, vận tốc ánh sáng tím nhỏ hơn vận tốc ánh sáng đỏ.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Trong chân không, các ánh sáng đơn sắc khác nhau truyền đi với cùng vận tốc.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Chiết suất của một môi trường trong suốt đối với ánh sáng đỏ lớn hơn chiết suất của môi trường đó đối với ánh sáng tím.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:03 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:03 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Khi một chùm ánh sáng đơn sắc truyền từ nước ra không khí thì :,khi-mot-chum-anh-sang-djon-sac-truyen-tu-nuoc-ra-k,"[{""type"":""p"",""children"":[{""text"":""Câu 34: "",""bold"":true},{""text"":""Khi một chùm ánh sáng đơn sắc truyền từ nước ra không khí thì :""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Tần số không đổi, bước sóng tăng, tốc độ truyền ánh sáng tăng""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Tần số không đổi, bước sóng giảm, tốc độ truyền ánh sáng không đổi""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Tần số  không đổi, bước sóng giảm, tốc độ truyền ánh sáng tăng""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Tần số không đổi, bước sóng tăng, tốc độ truyền ánh sáng không đổi.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:04 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:04 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
Phát biểu nào sau đây đúng?,phat-bieu-nao-sau-djay-djung-5xycd,"[{""type"":""p"",""children"":[{""text"":""Câu 35: "",""bold"":true},{""text"":""Phát biểu nào sau đây đúng?""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Ánh sáng đơn sắc có bước sóng thay đổi khi đi qua các môi trường trong suốt khác nhau.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chiết suất của một môi trường trong suốt đối với các ánh sáng đơn sắc khác nhau thì khác nhau. Chiết suất của môi trường càng lớn thì ánh sáng có tần số càng nhỏ""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Trong chân không, tần số của ánh sáng đỏ và tần số của ánh sáng tím như nhau.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Ánh sáng đơn sắc khi truyền từ môi trường này sang môi trường khác thì màu sắc của nó thay đổi.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:05 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:05 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""A"",""bold"":true}]}]"
"Phát biểu nào sau đây là không đúng? Cho các chùm sáng sau : Trắng, đỏ, vàng, tím.",phat-bieu-nao-sau-djay-la-khong-djung-cho-cac-chum,"[{""type"":""p"",""children"":[{""text"":""Câu 36: "",""bold"":true},{""text"":""Phát biểu nào sau đây là không đúng? Cho các chùm sáng sau : Trắng, đỏ, vàng, tím.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Ánh sáng trắng bị tán sắc khi đi qua lăng kính""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chiếu ánh sáng trắng vào máy quang phổ sẽ thu được quang phổ liên tục""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Mỗi chùm sáng trên đều có một bước sóng xác định""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Ánh sáng tím bị lệch về phía đáy lăng kính nhiều nhất do chiết suất của lăng kính đối với nó là lớn nhất.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:06 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:06 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""C"",""bold"":true}]}]"
Khi ánh sáng đi từ không khí vào nước thì tần số:,khi-anh-sang-dji-tu-khong-khi-vao-nuoc-thi-tan-so:,"[{""type"":""p"",""children"":[{""text"":""Câu 37: "",""bold"":true},{""text"":""Khi ánh sáng đi từ không khí vào nước thì tần số:""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Tăng lên và vận tốc giảm đi.""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Không đổi và bước sóng trong nước nhỏ hơn trong không khí""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Không đổi và bước sóng trong nước lớn hơn trong không khí""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Giảm đi và bước sóng trong nước nhỏ hơn trong không khí.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:07 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:07 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""B"",""bold"":true}]}]"
"Gọi λ1, λ2 lần lượt là bước sóng trong chân không của ánh sáng đơn sắc (1) và (2). Nếu  λ1> λ2   thì :",goi-l1-l2-lan-luot-la-buoc-song-trong-chan-khong-c,"[{""type"":""p"",""children"":[{""text"":""Câu 38: "",""bold"":true},{""text"":""Gọi λ""},{""text"":""1""},{""text"":"", λ""},{""text"":""2""},{""text"":"" lần lượt là bước sóng trong chân không của ánh sáng đơn sắc (1) và (2). Nếu  λ""},{""text"":""1""},{""text"":""> λ""},{""text"":""2 ""},{""text"":""  thì :""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Ánh sáng (1) có tần số lớn hơn""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Chiết suất của nước đối với ánh sáng (1) lớn hơn""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Phôtôn của ánh sáng (1) có năng lượng lớn hơn""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Trong nước, ánh sáng (1) có vận tốc lan truyền lớn hơn.""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:07 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:07 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
Nếu ánh sáng kích thích là ánh sáng đơn sắc màu chàm thì ánh sáng huỳnh quang không thể là ánh sáng đơn sắc màu ,neu-anh-sang-kich-thich-la-anh-sang-djon-sac-mau-c,"[{""type"":""p"",""children"":[{""text"":""Câu 39: "",""bold"":true},{""text"":""Nếu ánh sáng kích thích là ánh sáng đơn sắc màu chàm thì ánh sáng huỳnh quang không thể là ánh sáng đơn sắc màu""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Lam""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Lục""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Vàng""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Tím""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:09 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:09 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
"Chiếu một tia sáng màu vàng từ thủy tinh tới mặt phân cách với môi trường không khí, người ta thấy tia ló đi là là mặt phân cách giữa hai môi trường. Thay tia sáng bằng một chùm tia sáng song song, hẹp, chứa đồng thời ba ánh sáng đơn sắc: màu đỏ, màu lục và màu tím chiếu tới mặt phân cách trên theo đúng hướng cũ thì chùm tia ló ra ngoài không khí là :",chieu-mot-tia-sang-mau-vang-tu-thuy-tinh-toi-mat-p,"[{""type"":""p"",""children"":[{""text"":""Câu 40: "",""bold"":true},{""text"":""Chiếu một tia sáng màu vàng từ thủy tinh tới mặt phân cách với môi trường không khí, người ta thấy tia ló đi là là mặt phân cách giữa hai môi trường. Thay tia sáng bằng một chùm tia sáng song song, hẹp, chứa đồng thời ba ánh sáng đơn sắc: màu đỏ, màu lục và màu tím chiếu tới mặt phân cách trên theo đúng hướng cũ thì chùm tia ló ra ngoài không khí là :""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" A."",""bold"":true},{""text"":"" Chùm tia sáng màu lục""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" B."",""bold"":true},{""text"":"" Hai chùm tia sáng màu lục và màu tím""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" C."",""bold"":true},{""text"":"" Ba chùm tia sáng: màu đỏ, màu lục và màu tím""}]},{""type"":""p"",""children"":[{""text"":"" ""},{""text"":"" D."",""bold"":true},{""text"":"" Chùm tia sáng màu đỏ""}]}]",https://cossin.vn/api/v1/files/logo.png,0,Tue Jun 04 2024 16:29:09 GMT+0700 (Indochina Time),Tue Jun 04 2024 16:29:09 GMT+0700 (Indochina Time),false,661e4b907c47c5cdf91fcdcb,66530786fd861a8671cc5b11,[],"[{""children"":[{""text"":"" Đáp án : ""}]},{""children"":[{""text"":""D"",""bold"":true}]}]"
